id,filename,label,category,stt_text,human_transcription,ref_len,cer,sub,del,ins,whitespace
S00002265_t0017,0017.wav,0,교육,그런 게 어디 있어요? 그런 건 미를 말을 해줘야죠. 알았으면 그렇게 많이 신청 안 했죠,그런게 어딨어요 그런 건 미로의 말을 해줬어야죠 알았으면 그렇게 많이 신청 안 했죠,46,0.217391,3,2,5,2
S00002265_t0019,0019.wav,0,교육,아니 누가 그런 거 일일이 다 보고 신청을 해요? 그렇게 중요한 건 강의 처음이나 중간에 고지해줘야죠.,아니 누가 그런 거 일일이 다 보고 신청을 해요 그렇게 중요한 건 강의 처음이나 중간에 고지 해줘야죠,56,0.053571,0,1,2,1
S00002265_t0020,0020.wav,0,교육,그리고 경쟁사인 시원스쿨은 광리를 얼마나 들었던 나무 부분에 대해서 환불해주셨는데 여긴 왜 안 해줘요? 하다 못해 얘도위리나 메가스터딧 다 환불래줘요. 왜 여기만 못해준다는 거예요,그리고 경쟁사인 시원스쿨은 강의를 얼마나 들었던 남은 부분에 대해서는 환불을 해주던데 여기는 왜 안해줘요 하다못해 예대율이나 메가스터디도 다 환불해 줘요 왜 여기만 못 해준다는 거예요,102,0.235294,12,7,5,5
S00002265_t0022,0022.wav,0,교육,아우 됐어요 그럼 다 필요 없어요. 저 여기 정 떨어져서 안 쓰라니까 그냥 탈퇴할 테니깐 탈태시켜주세요,아유 됐어요 그럼 다 필요 없어요 저 여기 정떨어져서 안 쓸라니까 그냥 탈퇴할테니까 탈퇴시켜주세요,54,0.129630,4,0,3,2
S00002265_t0023,0023.wav,0,교육,바람이 다,홈페이지에서 직접 진행 가능합니다,18,0.833333,2,13,0,2
S00002265_t0024,0024.wav,0,교육,아니 내가 또 홈페이지 로그인하고 그래야 돼요? 왜 이렇게 사항을 번거롭게 해요. 그냥 여기서 해주세요,아니 내가 또 홈페이지 로그인 하고 그래야 돼요 왜 이렇게 사람을 번거롭게 해요 그냥 여기서 해주세요,56,0.071429,1,1,2,1
S00002265_t0025,0025.wav,0,교육,계속 하셔야 합니다,직접 하셔야 합니다,10,0.200000,2,0,0,0
S00002265_t0026,0026.wav,0,교육,가뜩이나 환불 안 돼서 짜장나는데 더 짜장 나게 하지 마시고 그냥 좀 해주세요. 딴 데는 다 됐는데 왜 여기는 안되는 게 이렇게 많아요?,가뜩이나 환불안되서 짜증나는데 더 짜증나게 하지 마시고 그냥 좀 해주세요 딴 데는 다 되는데 왜 여기는 안되는게 이렇게 많아요,70,0.142857,4,0,6,4
S00002265_t0027,0027.wav,0,교육,닌즈 후 진행하겠습니다.,그럼 본인 인증 후 진행하겠습니다,18,0.500000,2,6,1,2
S00002265_t0029,0029.wav,0,교육,링크 눌러서 인사 부탁드립니다.,링크 눌러서 인증 부탁드립니다,16,0.125000,1,0,1,0
S00002265_t0030,0030.wav,0,교육,네 했어요 이제 다 된 건가요? 더 이상 번거로 깨지 않았으면 좋겠네요,내 했어요 이 제 다 된 건가요 더이상 번거롭게 하지 않았으면 좋겠네요,39,0.179487,3,2,2,2
S00002265_t0031,0031.wav,0,교육,하루 정도 소요됩니다.,하루정도 소요됩니다,10,0.200000,0,0,2,1
S00002265_t0032,0032.wav,0,교육,알겠어요 화내고 미안해요 내가 아가씨한테 뭐라는게 아니고 입장 바꿔서 생각해보면 아가시같은 화 안 나겠어요?,알겠어요 화내서 미안해요 내가 아가씨한테 뭘 하는게 아니고 입장 바꿔서 생각해보면 아가씨 같으면 화 안나겠어요,61,0.163934,5,3,2,3
S00002265_t0034,0034.wav,0,교육,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말걸 저는 들은만큼만 내고 나머지는 돌려받을 수 있는 줄 알았어요,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말 것 저는 들어온 만큼만 내고 나머지를 돌려받는 돌려받을 수 있는 줄 알았어요,70,0.142857,2,8,0,3
S00002265_t0035,0035.wav,0,교육,어쨌든 뭐 써놨다는데 안 읽은 내 잘못이죠. 살 때 철이라도 정확히 해주세요,어쨌든 뭐 써 놨다는데 안 읽은 내 잘못이죠 탈퇴 처리라도 정확히 해주세요,41,0.170732,4,1,2,2
S00002265_t0037,0037.wav,0,교육,알겠어요 수고하세요,알겠어요 수고하세요,10,0.000000,0,0,0,0
S00002274_t0001,0001.wav,0,교육,안녕하세요 상담사 김인수입니다.,안녕하세요 상담사 김윤수입니다,16,0.125000,1,0,1,0
S00002274_t0004,0004.wav,0,교육,"그래서 설치를 진행했는데, 설치를 완료했는데도 인터넷광이가 작동이 잘 안되어서 여쭤보려구요. 왜 안 되죠? 좀 알아봐주세요",그 축제를 진행했는데 설치를 완료 했는데도 인터넷강의가 작동이 잘 안되어서 여쭤보려고요 왜 안되죠 좀 알아봐주세요 네,65,0.215385,5,3,6,3
S00002274_t0011,0011.wav,0,교육,설치를 다 했는데요 그게 안 되는 이유가 설치 문제 왜 다른 이유인 건가요?,설치를 다 했는데요 그게 안되는 이유가 설치 문제 외에 다른 이유는 없는 건가요,44,0.181818,2,4,2,2
S00002274_t0013,0013.wav,0,교육,역시 노트북이 아니라 그냥 1분 키치해서 하면 되거나 그런 건 없나요? 사양의 문제라든지 용량의 문제 라든지 그런 거 전혀 없는 건가요? 그런 거만 다른 방법을 시작해보려고요.,혹시 노트북이 아니라 그냥 일본 PC 에서 파면되거나 그런건 없나요 서양의 문제라던지 용량의 문제라던데 그런 건 전혀 없는 건가요 그런 것만 다른 방법을 시도해 보려구요,94,0.244681,15,2,6,5
S00002274_t0015,0015.wav,0,교육,그럼 제가 지금 다시 한번 확인해 볼게요. 잠시만요,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요,27,0.037037,0,0,1,0
S00002274_t0016,0016.wav,0,교육,제가 지금 독툴을 켰고요. 똑같이 동영상 강의 시작하도록 진행해볼게요. 로그인하고 다운받은 목록 들어가서 플레이버튼 누르는 거 맞죠?,사실 노트북 켰고요 똑같이 동영상강의 시작해 시작하도록 진행해볼게요 로그인 하고 다운받은 목록 들어가서 플레이 버튼 누르는거 맞죠,72,0.263889,7,5,7,4
S00002274_t0019,0019.wav,0,교육,필수 설치가 두 개고요. 선택설치가 2개고 각각 설치를 할 수 있고 통합 설치를 누르면 한꺼번에 설치된다고 뜨네요 여기서 저는 필수설치 각광으로 설치했어요,그래서 사기죄가 두배고요 선택설치가 두개고 각각 설치할 수 있고 통합 스위치를 누르면 한꺼번에 설치가 된다고 뜨네요 여기서 저는 필수 설치 각각 눌러서 설치했어요,90,0.244444,10,8,4,5
S00002274_t0020,0020.wav,0,교육,그런데 제가 2-3번 정도 더 설치를 해봤거든요 아까 말씀드렸듯이 자꾸 설치를 하는데도 안 되어서요,그런데 제가 두세번 정도 더 설치를 해 봤거든요 아까 말씀드렸듯이 자꾸 설치를 하는데도 안 되어서요,55,0.072727,2,1,1,1
S00002274_t0022,0022.wav,0,교육,이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페이지 쪽의 문제가 있는 거 아닌가요? 아니면 혹시 선택 설치까지도 전부 다 설치해야 하는 걸까요? 불안해서 그런 건 싫은데요. 왜 이런 거죠,이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페이지 쪽에 문제가 있는 것 아닌가요 아니요 혹시 선택 설치까지도 전부 다 교체 해야 하는 걸까요 불안해서공원 쉬운데요 왜이런거죠,113,0.159292,9,1,8,5
S00002274_t0023,0023.wav,0,교육,선택선치도 하실 것을 권유해 드립니다.,선택 설치도 하실 것을 권유해 드립니다,21,0.142857,1,1,1,1
S00002274_t0026,0026.wav,0,교육,아 그렇군요 감사합니다. 그럼 제가 한번은 시도해보고 그 때도 안 되면 또 문의저나 드릴게요,아 그렇군요 감사합니다 그럼 제가 한번 시도해 보고 그때도 안 되면 또 문의 전화 드릴게요,50,0.140000,2,2,3,3
S00002288_t0002,0002.wav,0,교육,저 민지영 선생님 강의 없어졌나요?,그래서 @민지영선생님 강의 없어졌나요?,21,0.238095,1,3,1,1
S00002288_t0003,0003.wav,0,교육,"아, 전 그분 강의들이려고 가입했던 건데 다시 안 하시는 건가요?",전 그분 강의들으려고 가입했던 건데 다시 안하시는 건가요,31,0.193548,1,0,5,2
S00002288_t0005,0005.wav,0,교육,그럼 저 탈표할래요? 할 때 어떻게 해요??,그럼 저 탈퇴할래요할때 어떻게 해요,19,0.315789,1,0,5,2
S00002288_t0006,0006.wav,0,교육,홈페이지에서 가능합니다.,홈페이지에서 가능합니다,12,0.083333,0,0,1,0
S00002288_t0007,0007.wav,0,교육,탈퇴하면 남아있는 수방금에 다 한글 가능한 거죠? 바로 들어오나요.,탈퇴하면 남아있는 수강 금액 다 환불 가능한거죠 바로 들어오나요,35,0.228571,4,1,3,2
S00002288_t0008,0008.wav,0,교육,성음 아이디 부탁드립니다.,성함 아이디 부탁드립니다,13,0.153846,1,0,1,0
S00002288_t0011,0011.wav,0,교육,그럼 제 돈을 그냥 거기서 다 가져간다는 말씀이세요?,왜요 그럼 제 돈은 그냥 거기서 다 가져간다는 말씀이세요,31,0.161290,1,3,1,1
S00002288_t0012,0012.wav,0,교육,이벤트로 지급받으신 정리금은 탈특히 소면됩니다.,이벤트로 지급받으신 적립금은 탈퇴시 소멸됩니다,25,0.240000,5,0,1,0
S00002288_t0013,0013.wav,0,교육,"아, 제 돈 드린 게 아니라서 그런 건가요? 너무 취사네요. 그럼 수상금액은요? 신청한 지 일주일 안 됐으니까 환발 가능하죠",돈 들인 게 아니라서 그런건가요 너무 치사하네요 그럼 수박 금액은요 신청한지 일주일됐으니 안됐으니까 환불 가능하죠,63,0.333333,7,4,10,6
S00002288_t0014,0014.wav,0,교육,강의 30% 이상 수강하셔서 안됩니다.,강이 삼십프로 이상 수강하셔서 안됩니다,21,0.285714,4,1,1,0
S00002288_t0015,0015.wav,0,교육,아니 30%도 안 들어보고 그 강의가 어떤 강인지 어떻게 알아요? 그 정도는 봐야지 들을만한 줄 알죠,아니 삼십프로도 안 들어보고 그 강의가 어떤 관계인지 어떻게 알아요 그 정도는 봐야지들을 만난 줄 알죠,57,0.175439,5,3,2,2
S00002288_t0017,0017.wav,0,교육,전체 금액이 아니라 그럼 나머지 cc프로만큼이라도 계산해서 돌려주면 안돼요? 내가 안들은 부분까지 부담하는 건 너무 불합리해요,전체 금액이 아니라 그럼 나머지 칠십프로만큼이라도 계산해서 돌려주면 안돼요 내가 안 들은 부분까지 부담하는 건 너무 불합리해요,70,0.057143,2,1,1,1
S00002288_t0019,0019.wav,0,교육,그런게 어디있어요? 그런건 미리 말을 해줬어야죠 알았으면 그렇게 많이 신청 안했죠,그런 게 어디 있어요 그런 건 미리 말을 해줬어야죠 알았으면 그렇게 많이 신청 안 했죠,48,0.104167,0,4,1,4
S00002288_t0020,0020.wav,0,교육,강의친청 페이지에 나왔습니다.,강의 신청페이지에 나와있습니다,16,0.375000,4,1,1,2
S00002288_t0021,0021.wav,0,교육,아니 누가 그런 걸 일일이 다 보고 신청을 해요 그렇게 중요한 건 강의 처음이나 중간에 고지해줘야죠,아니 누가 그런 걸 일일이 다 보고 신청을 해요 그렇게 중요한 건 강의 처음이나 중간에 고지에 줘야죠,56,0.035714,1,1,0,1
S00002288_t0022,0022.wav,0,교육,"그리고 공대인 사이인 시원스쿨은 강의를 얼마나 들었던 남운 부분에 대해서 환불을 해주던데 여긴 왜 안 해줘요? 하자모타, 예도월이나 맥카스터디도 다 환불래줘요. 왜 여기만 못해준다는 거예요",그리고 경쟁사인 시원스쿨은 강의를 얼마나 들었든 남은 부분에 대해서는 환불해주던데 여기는 왜 안 해줘요? 하다못해 에듀월이나 메가스터디도 다 환불해줘요. 왜 여기만 못해 준다는 거예요?,103,0.223301,13,4,6,3
S00002288_t0024,0024.wav,0,교육,아유 됐어요 그럼 다 필요 없어요. 저 여기 정 떨어져서 안쓸라니까 그냥 탈태해야 되니깐 탈탈시켜주세요,아유 됐어요 그럼 다 필요 없어요 저 여기 정떨어져서 안 쓸라니까 그냥 탈퇴할테니까 탈퇴시켜주세요,54,0.185185,5,1,4,3
S00002288_t0025,0025.wav,0,교육,홈페이지에서 직접 진행 가능합니다.,홈페이지에서 직접 진행 가능합니다,18,0.055556,0,0,1,0
S00002288_t0026,0026.wav,0,교육,아니 내가 또 홈페이지 로그인하고 그래야 돼요? 왜 이렇게 사랑을 번거롭게 해요 그냥 여기서 해주세요,아니 내가 또 홈페이지에 로그인하고 그래야 돼요 왜 이렇게 사람을 번거롭게요 그냥 여기서 해주세요,54,0.092593,1,1,3,1
S00002288_t0027,0027.wav,0,교육,직접 하셔야 합니다,직접 하셔야 합니다,10,0.000000,0,0,0,0
S00002288_t0028,0028.wav,0,교육,가특이나 환불 안 돼서 짜증나는데 더 짜증 나게 하지 마시고 그냥 좀 해주세요. 산대는 다 됐는데 왜 여기는 안되는 게 이렇게 많아요?,가뜩이나 환불안되서 짜증나는데 더 짜증나게 하지 마시고 그냥 좀 해주세요 딴데는 다 되는데 왜 여기는 안 듣는 게 이렇게 많아요,71,0.169014,6,1,5,4
S00002288_t0029,0029.wav,0,교육,그럼 본인 인증 후 진행하겠습니다.,그럼 본인 인증 후 진행하겠습니다,18,0.055556,0,0,1,0
S00002288_t0030,0030.wav,0,교육,"어, 문자 왔다. 뭐 이상한 주소 같은 거 왔는데요? 이걸로 뭐 어떻게 해요...?",문자왔다 뭐 이상한 주소같은거 왔는데요 이걸로 뭐 어떡해요,32,0.468750,1,0,14,5
S00002288_t0031,0031.wav,0,교육,링크 눌러서 인중 부탁드립니다.,링크 눌러서 인증 부탁드립니다,16,0.125000,1,0,1,0
S00002288_t0032,0032.wav,0,교육,"네, 했어요. 이제 다 된 건가요? 더 이상 번거롭게 하지 않았으면 좋겠네요",네 했어요 이 제 다 된 건가요 더이상 번거롭게 하지 않았음 좋겠네요,38,0.184211,1,1,5,2
S00002288_t0033,0033.wav,0,교육,하루 정도 소요됩니다.,하루정도 소요됩니다,10,0.200000,0,0,2,1
S00002288_t0034,0034.wav,0,교육,알겠어요. 화내서 미안해요 내가 아가씨한테 뭐라는 게 아니고 입장 바꿔서 생각해보면 아가씨를 확 안 나겠어요?,알겠어요 화내서 미안해요 내가 아가씨한테 뭐라 하는 게 아니고 입장 바꿔서 생각해보면 아가씨 같으면 화 안 나겠어요,64,0.140625,2,5,2,2
S00002288_t0036,0036.wav,0,교육,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말걸. 저는 들은만큼 안 내고 나머지는 돌려받을 수 있는 줄 알았어요,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말걸 는 들은 만큼만 내고 나머지는 돌려받을 수 있는 줄 알았어요,62,0.080645,1,1,3,2
S00002288_t0038,0038.wav,0,교육,어쨌든 뭐 써놨다는데 안 읽은 내 잘못이죠. 탈퇴처리라도 정확히 해주세요,어쨌든 뭐 써 놨다는데 안 읽은 내 잘못이죠 탈퇴 처리라도 정확히 해주세요 네,43,0.116279,0,4,1,3
S00002288_t0039,0039.wav,0,교육,혹시 나중에 제가 해볼 때 문제 되는 건 아닌가요?,혹시 나중에 재가입할 때 문제되는 것 아닌가요 네,27,0.296296,5,1,2,3
S00002288_t0040,0040.wav,0,교육,알겠어요. 수고하세요,알겠어요 수고하세요,10,0.100000,0,0,1,0
S00002302_t0003,0003.wav,0,교육,"아, 전 그 분강이 드리려고 가입했던 건데 다시 안 하시는 건가요?",아 전 그분 강의들으려고 가입했던건데 다시 안하시는건가요,31,0.354839,5,0,6,6
S00002302_t0005,0005.wav,0,교육,그럼 저 탈퇴 할래요? 탈태 어떻게 해요~?,그럼 저 탈퇴할래요 탈퇴 어떻게 해요,20,0.250000,1,0,4,1
S00002302_t0006,0006.wav,0,교육,홈페이지에서 가능합니다.,홈페이지에서 가능합니다,12,0.083333,0,0,1,0
S00002302_t0007,0007.wav,0,교육,탈퇴하면 남아있는 수강금액이 한 불 가능한 거죠 바로 들어오나요?,탈퇴하면 남아있는 수강 금액 다 환불 가능한거죠 바로 들어오나요,35,0.171429,1,2,3,2
S00002302_t0008,0008.wav,0,교육,상와라이 D 부탁드립니다.,성함 아이디 부탁드립니다,13,0.538462,6,0,1,2
S00002302_t0011,0011.wav,0,교육,왜요? 그럼 제 돈을 그냥 거기서 다 가져간다는 말씀이에요.,왜요 그럼 제 돈은 그냥 거기서 다 가져간다는 말씀이에요,31,0.096774,1,0,2,0
S00002302_t0012,0012.wav,0,교육,이벤트로 지급받으신 정립금은 털트시 송혈됩니다.,이벤트로 지급받으신 적립금은 탈퇴시 소멸됩니다,25,0.240000,5,0,1,0
S00002302_t0013,0013.wav,0,교육,제 돈 드린 게 아니라서 그런 건가요? 너무 취사하네요. 그럼 수강금액은요 신청한 지 일주일 안 됐으니까 환불 가능하죠,제 돈 들인 게 아니라서 그런건가요 너무 치사하네요 그럼수강금이군요 신청한지 일주일 안됐으니까 환불가능하죠 돈이,62,0.241935,5,3,7,6
S00002302_t0014,0014.wav,0,교육,강이 30% 이상 수강하셔서 안됩니다.,삼십퍼센트 이상 수강하셔서 안됩니다,19,0.368421,5,0,2,1
S00002302_t0015,0015.wav,0,교육,아니 30%도 안 늘어보고 그 강의가 어떤 강인지 어떻게 알아요? 그때도는 봐야지 들을만한 줄 알죠,아니 삼십 퍼센트도 안 들어보고 그 강의가 어떤 강의인지 어떻게 알아요 그 정도는 봐야지 드릴만한 줄 알죠,59,0.220339,7,5,1,2
S00002302_t0017,0017.wav,0,교육,전체 금액 아니라 그럼 나머지 70%만이라도 계산해서 돌려주면 안 돼요? 내가 안들은 부분까지 부담한다는 건 너무 불합리예요.,전체금액아니라 그럼 나머지 칠십퍼센트만이라도 계산해서 돌려주면 안돼요 내가 안 되는 부분까지 부담한다는 건 너무 불합리해요,68,0.205882,6,3,5,4
S00002302_t0019,0019.wav,0,교육,그런 게 어디 있어요? 그런 건 미리 말을 해줘서야죠. 알았으면 그렇게 많이 신청 안 했죠,그런 게 어디 있어요 그런 건 미리 말을 해줬어야죠 알았으면 그렇게 많이 신청 안 했죠,48,0.083333,2,0,2,0
S00002302_t0020,0020.wav,0,교육,방해 신청 페이지에 나와 있습니다.,강의 신청페이지에 나와있습니다,16,0.312500,2,0,3,2
S00002302_t0021,0021.wav,0,교육,아니 누가 그런 걸 일일이 다 보고 신청을 해요 그렇게 중요한 건 강의 처음이나 중간에 고지해줘야죠,아니 누가 그런 걸 일일이 다 보고 신청을 해요 그렇게 중요한건 강의 처음이나 중간에 고지에 줘야죠,55,0.054545,1,1,1,2
S00002302_t0022,0022.wav,0,교육,"그리고 경쟁사인 시원스쿨은 강의를 얼마나 들었던 남은 부분에 대해서 환불을 해주던데 여긴 왜 안 해줘요? 하다 못해 얘도, 위리나 맥카 스토리 다 환부를 해줘야. 왜 여기만 못해준다는 거예요",그리고 경쟁사인 시원스쿨은 강의를 얼마나 들었든 남 남은 부분에 대해서는 환불을 해주던데 여기는 왜 안해줘요 하다못해 얘도 오일이나 메가스터디도 다 환불해 줘요 왜 여기만 못 해준다는 거예요,106,0.235849,15,5,5,7
S00002302_t0024,0024.wav,0,교육,아 됐어요 그럼 다 필요 없어요. 저 여기 정 떨어져서 안 쓰려니까 그냥 타이트할 테니깐 타이틀시켜주세요,됐어요 그럼 다 필요 없어요 정떨어져서 안 쓸라니까 그냥 탈퇴할테니까 탈퇴시켜주세요,46,0.413043,7,0,12,5
S00002302_t0025,0025.wav,0,교육,펌페이지에서 직접 진행 가능합니다.,홈페이지에서 직접 진행 가능합니다,18,0.111111,1,0,1,0
S00002302_t0026,0026.wav,0,교육,"아니, 내가 또 홈페이지 로그인하고 그래야 돼요? 왜 이렇게 사람을 덩거롭게 해요. 그냥 여기서 해주세요!",아니 내가 또 홈페이지 로그인 하고 그래야 돼요 왜 이렇게 사람을 번거롭게 해요 그냥 여기서 해주세요,56,0.107143,1,1,4,1
S00002302_t0027,0027.wav,0,교육,직접 봐줘야 합니다.,직접 하셔야 합니다,10,0.300000,2,0,1,0
S00002302_t0028,0028.wav,0,교육,가치 뜨기는 한 볼 안 돼서 짜증나는데 더 짜증 나게 하지 마시고 그냥 좀 해주세요. 딴 데는 다 되는데 왜 여기는 안되는 게 이렇게 많아요?,특히나 환불안되서 짜증나는데 더 짜증나게 하지 마시고 그냥 좀 해주세요 딴 데는 다 되는데 왜 여기는 안 되는 게 이렇게 많아요,71,0.225352,6,1,9,6
S00002302_t0031,0031.wav,0,교육,링크도 눌러서 인증 부탁드립니다.,링크 눌러서 인증 부탁 드립니다,17,0.176471,0,1,2,1
S00002302_t0032,0032.wav,0,교육,"네, 했어요. 이제 다 된 건가요? 더 이상 번그럽게 하지 않았으면 좋겠네요",네 했어요 이제 다 된 건가요 더이상 번거롭게 하지 않았으면 좋겠네요,38,0.157895,2,0,4,1
S00002302_t0033,0033.wav,0,교육,바로 정도 써야 됩니다,하루 정도 소요됩니다.,12,0.500000,4,1,1,1
S00002302_t0034,0034.wav,0,교육,알겠어요. 화내서 미안해요 내가 아가씨한테 뭐라고 하는 게 아니고 입장 바꿔서 생각해 보면 아가씨를 같이 먹으면 화 안 나겠어요?,알겠어요 화내서 미안해요 내가 아가씨한테 뭐라고 하는게 아니고 입장 바꿔서 생각해보면 아가씨 같으면 화 안나겠어요,63,0.142857,0,0,9,4
S00002302_t0036,0036.wav,0,교육,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말 것 저는 들을만큼만 내고 나머지는 돌려받을 수 있는 줄 알았어요,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말 것 저는 들을 만큼만 내고 나머지는 돌려받을 수 있는 줄 알았어요,64,0.015625,0,1,0,1
S00002302_t0038,0038.wav,0,교육,어쨌든 뭐 써놨는데 안 읽은 내 잘못이죠. 탈퇴 처리라도 정확히 해주세요,어쨌든 뭐 써놨는데 안 읽은 내 잘못이죠 탈퇴 처리라도 정확히 해주세요 네,41,0.073171,0,2,1,1
S00002302_t0039,0039.wav,0,교육,혹시 나중에 제가 입할 때 문제되는 건 아닌가요?,혹시 나중에 재가입할 때 문제되는 것 아닌가요,25,0.160000,2,0,2,1
S00002302_t0040,0040.wav,0,교육,알겠어요. 수고하세요,알겠어요 수고하세요,10,0.100000,0,0,1,0
S00002317_t0001,0001.wav,0,교육,안녕하세요 상담사 김민수입니다,안녕하세요 상담사 김민수입니다,16,0.000000,0,0,0,0
S00002317_t0008,0008.wav,0,교육,필수는 다 하신 건가요?,필수는 다 하신 건가요,12,0.083333,0,0,1,0
S00002317_t0010,0010.wav,0,교육,설치가 안 된 것 같습니다.,설치가 안 된 것 같습니다,14,0.071429,0,0,1,0
S00002317_t0015,0015.wav,0,교육,제가 지금 노트북 켰고요 똑같이 들어온 생각으로 시작하도록 진행해볼게요 로그인하고 다운로드 받은 공로그로 들어가서 플레이버튼 누르는 거 맞죠?,제가 지금 노트북 켜고요 똑같이 보는 금감위 시작하도록 진행해볼게요 로그인하고 다운로드 받은 목록으로 들어가서 플레이 버튼 누르는거 맞죠,76,0.184211,9,1,4,2
S00002317_t0020,0020.wav,0,교육,"그런데 제가 두, 세 번 정도 더 설치해봤거든요. 아까 말씀드렸듯이 자꾸 설치라는 게 다 안 됐어요",네 그런데 제가 두세번 정도 더 설치해 봤거든요 아까 말씀드렸듯이 자꾸 설치를 하는데 안되서요,52,0.288462,6,3,6,6
S00002317_t0023,0023.wav,0,교육,선택 설치도 하실 것을 권유 드립니다.,선택 설치도 하실 것을 권유드립니다,19,0.105263,0,0,2,1
S00002317_t0026,0026.wav,0,교육,그렇군요 감사합니다. 그럼 제가 한 번 더 신어해보고 그때도 안 되는 또 문장을 드릴게요,그렇군요 감사합니다 제가 그럼 제가 한 번 더 시도해 보고 그때도 안 되고 또 문제가 드릴게요,52,0.173077,6,3,0,2
S00002317_t0027,0027.wav,0,교육,네 감사합니다. 한국어 학원 김민수였습니다,네 감사합니다 한국어 학원 김민수였습니다,22,0.045455,0,0,1,0
S00002341_t0003,0003.wav,0,교육,"아, 전 그 분강이 들으려고 과입했던 건데 다시 안 하시는 건가요?",전 그 분 강의 들으려고 구입했던건데 다시 안하시는 건가요,32,0.281250,2,1,6,4
S00002341_t0005,0005.wav,0,교육,그런데 탈퇴할래요? 탈태 어떻게 해요,그런데 탈퇴할래요 탈퇴어떻게해요,17,0.235294,1,0,3,2
S00002341_t0006,0006.wav,0,교육,공기지에서 가능합니다.,홈페이지에서 가능합니다,12,0.333333,2,1,1,0
S00002341_t0007,0007.wav,0,교육,탈퇴하면 남아있는 충항군은 다 환불 가능한 거죠 바로 들어오나요?,탈퇴하면 남아있는 수강권을 다 환불 가능한거죠 바로 들어오나요,34,0.176471,4,0,2,1
S00002341_t0008,0008.wav,0,교육,정화만 이리 부탁드립니다.,성함 아이디 부탁드립니다,13,0.461538,5,0,1,2
S00002341_t0011,0011.wav,0,교육,왜요? 그럼 제 돈을 그냥 거기서 다 가져간다는 말인데요.,왜요 그럼 제 돈은 그냥 거기서 다 가져간다는 말씀이세요,31,0.193548,5,0,1,0
S00002341_t0012,0012.wav,0,교육,이벤트로 지급받으신 정립금은 태뜻이 소멸됩니다.,이벤트로 지급받으신 적립금은 반드시 소멸됩니다,25,0.200000,4,0,1,0
S00002341_t0013,0013.wav,0,교육,아 제 돈 들은 게 아니라서 그런 건가요? 너무 친사하네요. 그럼 수건 구매군요 신장한 일일지를 안 됐으니까 한 번 가능하죠,제 돈 들인 게 아니라서 그런건가요 너무 치사하네요 그럼 승환 금액은요 신청한지 일주일 안됐으니까 환불가능하죠,61,0.360656,14,0,8,7
S00002341_t0015,0015.wav,0,교육,아니 30%도 안 들어보고 그 강의가 어떤 강인지 어떻게 알아요? 그 정도는 봐야지 들을만한 줄 알죠,아니 삼십프로도 안 들어보고 그 강의가 어떤 관계인지 어떻게 알아요 그 정도는 봐야지 들을만한 줄 알죠,57,0.122807,4,2,1,0
S00002341_t0017,0017.wav,0,교육,전체 금액 아니라 그럼 나머지 70으로만큼이라서 계산해서 돌려주면 안 돼요. 내가 안되는 부분까지 부담하는 건 너무 불안해요,전체 금액아니라 그럼 나머지 칠십프로만큼이라도 계산해서 돌려주면 안돼요 내가 안 되는 부분까지 부담하는 건 너무 불합리해요,68,0.147059,5,2,3,3
S00002341_t0019,0019.wav,0,교육,그런 게 어디 있어요? 그런 거 미리 말을 해줘야죠. 알았으면 그렇게 많이 신상 안 했죠,그런게 어디있어요 그런건 미리 말을 해줬어야죠 알았으면 그렇게 많이 수정 안 했죠,45,0.222222,4,1,5,3
S00002341_t0020,0020.wav,0,교육,당신 점피리지에 나와 있습니다.,당일 신청페이지에 나와있습니다,16,0.437500,4,1,2,1
S00002341_t0021,0021.wav,0,교육,아니 누가 그런 걸 일일이 다 보고 신정을 해요 그렇게 중요한 건 강의 처음이나 중간에 고주해줘야죠,아니 누가 그런 걸 일일이 다 보고 신청을 해요 그렇게 중요한 건 감히 처음이나 중간에 고지에 줘야죠,56,0.107143,5,1,0,1
S00002341_t0022,0022.wav,0,교육,그리고 경쟁사에 시원스쿠름 강의를 얼마나 들었던 남은 부분에 대해서는 함부를 해주는데 여긴 왜 안 해줘요 하다 못해 예지위리나 메카 스터디 또 다 함보를 줘요. 왜 여기만 못해준다는 거예요,그리고 경쟁자인 시원스쿨은 강의들을 얼마나 들었더니 남은 부분에 대해서는 환불을 해주던데 연희 왜 안 해줘요 하다못해 에듀윌이나 메가스터디도 다 환불해 줘요 왜 여기만 못해 준다는 거예요,104,0.269231,21,3,4,4
